Year,Month,Smoothed_SSN
1838,8,165.4447552447547
1838,9,158.42587412587363
1838,10,151.70839160839117
1838,11,146.40419580419538
1838,12,142.65244755244717
1839,1,140.31608391608356
1839,2,138.99510489510456
1839,3,139.02307692307656
1839,4,140.17412587412556
1839,5,141.42167832167806
1839,6,142.13916083916055
1839,7,142.0538461538459
1839,8,141.26783216783187
1839,9,140.06363636363602
1839,10,138.74195804195767
1839,11,136.9587412587409
1839,12,134.34615384615347
1840,1,131.25384615384579
1840,2,127.74685314685274
1840,3,123.39370629370589
1840,4,118.02027972027929
1840,5,111.82517482517441
1840,6,105.45594405594365
1840,7,99.88111888111848
1840,8,95.48041958041922
1840,9,91.80699300699266
1840,10,88.31748251748218
1840,11,84.88321678321647
1840,12,81.65874125874093
1841,1,78.8027972027969
1841,2,76.19720279720252
1841,3,73.42097902097878
1841,4,70.38601398601375
1841,5,67.37482517482493
1841,6,64.60139860139836
1841,7,62.1398601398599
1841,8,59.77902097902074
1841,9,57.41188811188789
1841,10,54.88601398601377
1841,11,51.961538461538275
1841,12,49.02517482517465
1842,1,46.30069930069913
1842,2,43.97202797202782
1842,3,42.186013986013826
1842,4,40.93636363636348
1842,5,40.19720279720265
1842,6,39.59440559440545
1842,7,38.753146853146724
1842,8,37.66713286713275
1842,9,36.40419580419569
1842,10,34.91328671328659
1842,11,33.21678321678308
1842,12,31.512587412587276
1843,1,29.69650349650336
1843,2,27.632167832167706
1843,3,25.46643356643346
1843,4,23.346853146853043
1843,5,21.482517482517398
1843,6,20.06923076923069
1843,7,19.042657342657268
1843,8,18.402797202797142
1843,9,18.334965034964984
1843,10,18.765034965034932
1843,11,19.51258741258739
1843,12,20.30419580419579
1844,1,20.9160839160839
1844,2,21.323776223776214
1844,3,21.716783216783217
1844,4,22.37972027972029
1844,5,23.532167832167858
1844,6,25.292307692307734
1844,7,27.63146853146858
1844,8,30.60209790209795
1844,9,34.05944055944061
1844,10,37.74055944055949
1844,11,41.54685314685319
1844,12,45.17832167832172
1845,1,48.527272727272766
1845,2,51.7685314685315
1845,3,54.79440559440562
1845,4,57.60419580419581
1845,5,60.350349650349635
1845,6,63.03846153846151
1845,7,65.79650349650348
1845,8,68.620979020979
1845,9,70.95314685314683
1845,10,73.16573426573426
1845,11,75.85244755244753
1845,12,79.00839160839159
1846,1,82.69650349650348
1846,2,86.86643356643354
1846,3,91.0657342657342
1846,4,95.18251748251741
1846,5,98.9755244755244
1846,6,101.80699300699291
1846,7,103.89999999999989
1846,8,104.96083916083903
1846,9,105.0160839160838
1846,10,105.11468531468523
1846,11,106.1377622377622
1846,12,108.95244755244754
1847,1,113.49230769230768
1847,2,119.78601398601403
1847,3,128.19580419580427
1847,4,138.25664335664342
1847,5,149.1356643356644
1847,6,160.0937062937063
1847,7,170.32447552447556
1847,8,179.56293706293707
1847,9,188.4755244755244
1847,10,196.61188811188802
1847,11,203.25944055944038
1847,12,207.96293706293676
1848,1,210.27132867132838
1848,2,210.99160839160808
1848,3,211.1524475524472
1848,4,210.8671328671325
1848,5,210.36293706293668
1848,6,210.16713286713247
1848,7,210.35244755244713
1848,8,211.59580419580374
1848,9,213.3412587412583
1848,10,214.3769230769226
1848,11,213.85524475524429
1848,12,211.41748251748206
1849,1,208.12797202797148
1849,2,204.1671328671323
1849,3,199.17622377622317
1849,4,193.6839160839155
1849,5,187.93776223776166
1849,6,181.96503496503436
1849,7,176.06293706293647
1849,8,170.06293706293653
1849,9,163.610489510489
1849,10,157.3999999999995
1849,11,152.15174825174776
1849,12,148.17342657342613
1850,1,145.18951048951004
1850,2,142.09370629370588
1850,3,138.89650349650307
1850,4,136.16083916083878
1850,5,133.60979020978985
1850,6,131.28811188811156
1850,7,129.56853146853112
1850,8,128.19160839160807
1850,9,127.16643356643326
1850,10,126.6783216783214
1850,11,126.6832167832165
1850,12,126.66993006992979
1851,1,126.12237762237736
1851,2,125.42027972027945
1851,3,124.75594405594377
1851,4,123.593706293706
1851,5,122.09999999999972
1851,6,120.81888111888084
1851,7,119.52447552447524
1851,8,118.2678321678319
1851,9,117.35804195804168
1851,10,116.30069930069901
1851,11,114.75594405594377
1851,12,113.17482517482489
1852,1,111.96853146853118
1852,2,111.03006993006963
1852,3,109.7069930069927
1852,4,107.693706293706
1852,5,105.36643356643324
1852,6,102.76433566433533
1852,7,99.66503496503466
1852,8,96.34895104895074
1852,9,93.25594405594379
1852,10,90.44825174825148
1852,11,88.14545454545429
1852,12,86.58461538461513
1853,1,85.51818181818156
1853,2,84.49160839160812
1853,3,83.21678321678297
1853,4,81.51468531468505
1853,5,79.23566433566407
1853,6,76.30699300699274
1853,7,72.91538461538437
1853,8,69.36013986013958
1853,9,65.81678321678294
1853,10,62.48251748251722
1853,11,59.19580419580394
1853,12,55.691608391608156
1854,1,52.2174825174823
1854,2,48.939860139859924
1854,3,45.91608391608373
1854,4,43.32517482517464
1854,5,41.21818181818165
1854,6,39.531468531468356
1854,7,38.27902097902082
1854,8,37.17342657342642
1854,9,35.89650349650336
1854,10,34.28251748251734
1854,11,32.26013986013972
1854,12,29.898601398601247
1855,1,27.333566433566286
1855,2,24.610489510489362
1855,3,21.89580419580405
1855,4,19.29370629370616
1855,5,16.80559440559428
1855,6,14.447552447552336
1855,7,12.24755244755235
1855,8,10.274825174825091
1855,9,8.668531468531402
1855,10,7.489510489510434
1855,11,6.808391608391564
1855,12,6.520279720279689
1856,1,6.367832167832147
1856,2,6.413286713286702
1856,3,6.76293706293706
1856,4,7.2657342657342685
1856,5,7.722377622377633
1856,6,8.238461538461559
1856,7,8.941258741258768
1856,8,9.934265734265765
1856,9,11.160139860139902
1856,10,12.614685314685369
1856,11,14.499300699300766
1856,12,16.879020979021057
1857,1,19.760139860139947
1857,2,23.225174825174918
1857,3,27.02727272727283
1857,4,31.11538461538473
1857,5,35.66783216783228
1857,6,40.604895104895206
1857,7,45.65454545454555
1857,8,50.56783216783226
1857,9,55.21958041958051
1857,10,59.69020979020987
1857,11,64.47132867132876
1857,12,69.6314685314686
1858,1,74.81958041958048
1858,2,79.89790209790216
1858,3,85.02167832167838
1858,4,90.5573426573427
1858,5,96.54895104895111
1858,6,102.70979020979026
1858,7,108.99300699300703
1858,8,115.36573426573429
1858,9,121.96993006993009
1858,10,128.93986013986014
1858,11,136.07622377622377
1858,12,143.2034965034965
1859,1,150.1650349650349
1859,2,156.72727272727263
1859,3,162.69650349650337
1859,4,167.881818181818
1859,5,171.97202797202775
1859,6,174.8370629370627
1859,7,176.71678321678297
1859,8,178.03706293706267
1859,9,179.32937062937037
1859,10,180.64755244755216
1859,11,181.5377622377619
1859,12,182.03426573426535
1860,1,182.6314685314682
1860,2,183.19020979020942
1860,3,183.2860139860136
1860,4,182.75314685314646
1860,5,181.98391608391566
1860,6,181.16293706293666
1860,7,180.29580419580378
1860,8,179.49230769230726
1860,9,178.42167832167792
1860,10,176.88601398601355
1860,11,174.8160839160835
1860,12,172.03216783216737
1861,1,168.59930069930024
1861,2,164.71188811188765
1861,3,160.7538461538457
1861,4,157.00559440559394
1861,5,153.40419580419535
1861,6,149.6671328671324
1861,7,145.77412587412542
1861,8,142.01188811188769
1861,9,138.42167832167792
1861,10,135.2930069930066
1861,11,132.5601398601395
1861,12,129.9804195804192
1862,1,127.43636363636327
1862,2,125.04265734265698
1862,3,122.8447552447549
1862,4,120.6118881118878
1862,5,118.09860139860108
1862,6,115.76923076923046
1862,7,114.0188811188808
1862,8,112.36993006992975
1862,9,110.64755244755212
1862,10,108.58671328671294
1862,11,105.87552447552414
1862,12,102.76923076923045
1863,1,99.13076923076892
1863,2,95.06923076923049
1863,3,91.04965034965007
1863,4,87.6692307692305
1863,5,85.39370629370603
1863,6,83.99860139860117
1863,7,83.10349650349632
1863,8,82.55454545454528
1863,9,82.5776223776222
1863,10,82.98531468531453
1863,11,83.44615384615368
1863,12,84.12727272727257
1864,1,85.10489510489495
1864,2,86.34265734265718
1864,3,87.71258741258724
1864,4,88.82587412587395
1864,5,89.34125874125856
1864,6,89.10349650349632
1864,7,88.22937062937042
1864,8,86.91258741258719
1864,9,85.04405594405571
1864,10,82.71888111888087
1864,11,80.13566433566409
1864,12,77.48111888111862
1865,1,74.74335664335639
1865,2,71.73356643356618
1865,3,68.67972027972003
1865,4,65.6454545454543
1865,5,62.70699300699278
1865,6,60.15594405594383
1865,7,57.84055944055923
1865,8,55.55664335664314
1865,9,53.164335664335454
1865,10,50.68321678321657
1865,11,48.28041958041938
1865,12,45.83426573426554
1866,1,43.33426573426555
1866,2,40.92447552447534
1866,3,38.43846153846134
1866,4,35.73776223776205
1866,5,32.85944055944038
1866,6,29.89650349650332
1866,7,26.816083916083752
1866,8,23.713986013985863
1866,9,20.55174825174811
1866,10,17.415384615384486
1866,11,14.699999999999887
1866,12,12.487412587412496
1867,1,10.930069930069864
1867,2,10.198601398601358
1867,3,9.983216783216763
1867,4,10.155244755244755
1867,5,10.8797202797203
1867,6,12.250349650349687
1867,7,14.17972027972033
1867,8,16.624475524475585
1867,9,19.4293706293707
1867,10,22.483216783216868
1867,11,25.759440559440655
1867,12,29.27482517482528
1868,1,33.22657342657354
1868,2,37.70699300699312
1868,3,42.71818181818193
1868,4,48.27272727272738
1868,5,53.837762237762334
1868,6,59.05804195804206
1868,7,64.495104895105
1868,8,70.32797202797214
1868,9,76.28111888111897
1868,10,82.51538461538468
1868,11,88.88671328671334
1868,12,94.9741258741259
1869,1,100.72657342657344
1869,2,105.98881118881118
1869,3,110.44195804195803
1869,4,114.15174825174827
1869,5,117.56433566433569
1869,6,121.91188811188813
1869,7,127.89020979020982
1869,8,135.09580419580422
1869,9,143.5769230769231
1869,10,153.28531468531472
1869,11,163.60839160839166
1869,12,174.37972027972032
1870,1,185.50419580419583
1870,2,196.04615384615386
1870,3,205.28811188811184
1870,4,213.28671328671317
1870,5,220.5041958041956
1870,6,227.01538461538433
1870,7,231.68741258741227
1870,8,234.08111888111847
1870,9,234.59440559440512
1870,10,233.19160839160787
1870,11,230.07202797202743
1870,12,225.8440559440553
1871,1,220.56643356643295
1871,2,214.3048951048945
1871,3,207.95384615384555
1871,4,202.00979020978957
1871,5,196.43216783216718
1871,6,190.85664335664273
1871,7,185.173426573426
1871,8,180.08881118881067
1871,9,175.67202797202748
1871,10,171.80979020978975
1871,11,168.71538461538418
1871,12,166.505594405594
1872,1,165.0825174825171
1872,2,164.63286713286675
1872,3,165.41258741258704
1872,4,167.03216783216752
1872,5,168.91888111888076
1872,6,170.3342657342654
1872,7,170.84265734265693
1872,8,170.14965034964993
1872,9,168.05524475524433
1872,10,164.81468531468485
1872,11,160.59580419580368
1872,12,155.25104895104843
1873,1,148.7188811188806
1873,2,141.53636363636312
1873,3,134.2475524475519
1873,4,127.26713286713235
1873,5,120.66223776223728
1873,6,114.15734265734218
1873,7,107.71678321678279
1873,8,101.70629370629331
1873,9,96.85874125874092
1873,10,93.11538461538429
1873,11,90.13146853146824
1873,12,87.72237762237734
1874,1,85.82097902097873
1874,2,84.49370629370601
1874,3,83.14265734265706
1874,4,81.07202797202771
1874,5,78.18531468531442
1874,6,74.73986013985987
1874,7,71.14895104895078
1874,8,67.65874125874099
1874,9,64.03846153846126
1874,10,60.10839160839132
1874,11,55.958741258740986
1874,12,51.78041958041932
1875,1,47.67342657342633
1875,2,43.587412587412366
1875,3,39.421678321678115
1875,4,35.581818181817994
1875,5,32.51258741258722
1875,6,30.168531468531302
1875,7,28.474825174825025
1875,8,27.148251748251617
1875,9,25.748951048950932
1875,10,24.26993006992997
1875,11,22.941258741258654
1875,12,21.79720279720271
1876,1,20.703496503496428
1876,2,19.791608391608325
1876,3,19.38671328671322
1876,4,19.309090909090852
1876,5,19.15804195804191
1876,6,18.983216783216747
1876,7,18.961538461538428
1876,8,19.091608391608357
1876,9,19.266433566433538
1876,10,19.54545454545451
1876,11,20.009090909090872
1876,12,20.478321678321645
1877,1,20.99930069930066
1877,2,21.503496503496454
1877,3,21.79160839160835
1877,4,21.63216783216778
1877,5,21.05524475524469
1877,6,20.255244755244682
1877,7,19.323776223776147
1877,8,18.18531468531461
1877,9,16.82097902097894
1877,10,15.381118881118802
1877,11,13.917482517482437
1877,12,12.48671328671321
1878,1,11.19020979020972
1878,2,9.929370629370565
1878,3,8.756643356643295
1878,4,7.758041958041903
1878,5,6.883216783216736
1878,6,6.098601398601357
1878,7,5.345454545454509
1878,8,4.656643356643329
1878,9,4.209790209790191
1878,10,3.9769230769230663
1878,11,3.926573426573424
1878,12,4.100699300699304
1879,1,4.433566433566446
1879,2,4.939860139860162
1879,3,5.750349650349684
1879,4,6.925174825174867
1879,5,8.478321678321729
1879,6,10.318881118881176
1879,7,12.409090909090972
1879,8,14.713986013986082
1879,9,17.097902097902175
1879,10,19.77062937062946
1879,11,23.050349650349744
1879,12,26.85594405594415
1880,1,30.937062937063025
1880,2,35.125874125874205
1880,3,39.35454545454553
1880,4,43.56993006993014
1880,5,47.709090909090975
1880,6,51.679720279720335
1880,7,55.28811188811194
1880,8,58.65314685314689
1880,9,62.172027972028
1880,10,65.93566433566434
1880,11,69.72587412587411
1880,12,73.36223776223774
1881,1,76.85104895104892
1881,2,80.00699300699297
1881,3,82.67272727272722
1881,4,84.85384615384609
1881,5,86.80979020979014
1881,6,88.99300699300692
1881,7,91.4993006993006
1881,8,94.35244755244742
1881,9,97.10069930069916
1881,10,99.02937062937048
1881,11,99.91398601398585
1881,12,100.19160839160821
1882,1,100.14685314685296
1882,2,99.85804195804178
1882,3,99.5174825174823
1882,4,98.97202797202776
1882,5,98.55664335664314
1882,6,98.29790209790187
1882,7,97.72657342657322
1882,8,96.93636363636345
1882,9,96.11678321678303
1882,10,95.25944055944038
1882,11,94.4776223776222
1882,12,94.0965034965033
1883,1,94.24895104895089
1883,2,95.18251748251734
1883,3,96.95174825174813
1883,4,99.55804195804187
1883,5,102.76853146853139
1883,6,106.11398601398591
1883,7,109.74965034965022
1883,8,113.53146853146839
1883,9,116.91258741258727
1883,10,119.74125874125859
1883,11,122.08881118881098
1883,12,123.38461538461515
1884,1,123.31118881118856
1884,2,121.91258741258711
1884,3,119.32937062937029
1884,4,116.1475524475521
1884,5,112.15664335664302
1884,6,107.56223776223743
1884,7,102.98601398601369
1884,8,98.65384615384586
1884,9,95.23006993006965
1884,10,93.23636363636336
1884,11,92.38811188811164
1884,12,92.2335664335662
1885,1,92.51468531468508
1885,2,92.9286713286711
1885,3,92.93216783216762
1885,4,92.1195804195802
1885,5,90.53356643356621
1885,6,88.43776223776196
1885,7,86.01608391608364
1885,8,83.28321678321649
1885,9,80.1069930069927
1885,10,76.34825174825144
1885,11,72.19650349650321
1885,12,67.75664335664307
1886,1,63.12587412587384
1886,2,58.509090909090645
1886,3,54.0664335664333
1886,4,50.04475524475498
1886,5,46.52027972027946
1886,6,43.21958041958018
1886,7,39.83566433566412
1886,8,36.26223776223757
1886,9,32.77342657342639
1886,10,29.603496503496338
1886,11,26.73496503496489
1886,12,24.09020979020966
1887,1,22.003496503496393
1887,2,20.77482517482508
1887,3,20.440559440559362
1887,4,20.598601398601335
1887,5,20.832167832167777
1887,6,21.115384615384563
1887,7,21.413986013985962
1887,8,21.605594405594342
1887,9,21.493006993006926
1887,10,20.906993006992938
1887,11,19.802797202797134
1887,12,18.450349650349576
1888,1,17.127272727272654
1888,2,15.776923076923001
1888,3,14.36503496503489
1888,4,13.056643356643285
1888,5,12.041258741258677
1888,6,11.297202797202742
1888,7,10.716783216783169
1888,8,10.15454545454542
1888,9,9.59860139860137
1888,10,9.288811188811165
1888,11,9.323776223776203
1888,12,9.665034965034945
1889,1,10.097202797202781
1889,2,10.458741258741242
1889,3,10.78951048951047
1889,4,11.04755244755243
1889,5,11.15174825174823
1889,6,11.08251748251746
1889,7,10.776223776223752
1889,8,10.346853146853116
1889,9,9.950349650349619
1889,10,9.552447552447525
1889,11,9.209790209790187
1889,12,8.972727272727257
1890,1,8.857342657342645
1890,2,8.880419580419574
1890,3,9.147552447552451
1890,4,9.648251748251758
1890,5,10.265734265734284
1890,6,11.044055944055978
1890,7,12.163636363636419
1890,8,13.990209790209866
1890,9,16.49510489510498
1890,10,19.533566433566527
1890,11,23.304895104895206
1890,12,27.81888111888123
1891,1,32.71118881118893
1891,2,37.639160839160965
1891,3,42.86643356643369
1891,4,48.2678321678323
1891,5,53.62797202797216
1891,6,59.09790209790221
1891,7,64.88741258741268
1891,8,70.76363636363645
1891,9,76.64825174825182
1891,10,82.67132867132871
1891,11,88.55524475524479
1891,12,93.95034965034966
1892,1,98.76713286713289
1892,2,103.31048951048948
1892,3,107.57202797202791
1892,4,111.29300699300691
1892,5,114.611888111888
1892,6,117.632867132867
1892,7,120.22517482517469
1892,8,122.1307692307691
1892,9,123.83496503496488
1892,10,125.70559440559424
1892,11,127.42587412587396
1892,12,129.03566433566417
1893,1,130.9083916083914
1893,2,133.10419580419563
1893,3,135.32517482517463
1893,4,137.47412587412566
1893,5,139.35174825174803
1893,6,140.77762237762215
1893,7,141.75804195804173
1893,8,142.74405594405573
1893,9,143.80069930069902
1893,10,144.38181818181792
1893,11,144.45804195804166
1893,12,144.14895104895075
1894,1,143.43706293706262
1894,2,142.18531468531432
1894,3,140.34475524475488
1894,4,137.90769230769197
1894,5,135.17972027971993
1894,6,132.50139860139822
1894,7,130.22237762237725
1894,8,128.2608391608388
1894,9,125.90279720279685
1894,10,122.99090909090874
1894,11,120.06993006992971
1894,12,117.2083916083913
1895,1,114.49370629370598
1895,2,111.9048951048948
1895,3,109.27762237762207
1895,4,107.0888111888109
1895,5,105.71468531468501
1895,6,104.65104895104865
1895,7,103.2895104895102
1895,8,101.36083916083888
1895,9,98.73916083916056
1895,10,95.77832167832139
1895,11,92.61468531468502
1895,12,89.22727272727242
1896,1,85.86713286713255
1896,2,82.61958041958015
1896,3,79.69090909090883
1896,4,77.1692307692305
1896,5,74.86643356643332
1896,6,72.67342657342633
1896,7,70.45454545454521
1896,8,68.20279720279697
1896,9,65.81328671328649
1896,10,63.44405594405573
1896,11,61.21328671328649
1896,12,58.85664335664314
1897,1,56.279720279720074
1897,2,53.67832167832148
1897,3,51.20489510489492
1897,4,48.934965034964854
1897,5,47.03216783216768
1897,6,45.509090909090766
1897,7,44.437062937062805
1897,8,43.586713286713156
1897,9,43.076223776223664
1897,10,42.87552447552437
1897,11,42.75524475524466
1897,12,42.874125874125795
1898,1,43.23566433566426
1898,2,43.668531468531384
1898,3,44.066433566433474
1898,4,44.28391608391597
1898,5,44.091608391608275
1898,6,43.4160839160838
1898,7,42.394405594405484
1898,8,41.13636363636351
1898,9,39.74825174825161
1898,10,38.0405594405593
1898,11,36.04545454545439
1898,12,34.12027972027957
1899,1,32.19160839160824
1899,2,30.141958041957906
1899,3,28.005594405594277
1899,4,25.737762237762116
1899,5,23.461538461538353
1899,6,21.46083916083906
1899,7,19.874825174825084
1899,8,18.939160839160756
1899,9,18.52447552447546
1899,10,18.344755244755188
1899,11,18.304895104895053
1899,12,18.28951048951044
1900,1,18.245454545454493
1900,2,18.14545454545449
1900,3,17.890209790209738
1900,4,17.489510489510426
1900,5,16.851048951048888
1900,6,16.065734265734196
1900,7,15.13636363636357
1900,8,13.979720279720212
1900,9,12.690209790209725
1900,10,11.413286713286647
1900,11,10.182517482517419
1900,12,9.036363636363577
1901,1,7.955244755244703
1901,2,7.0104895104894664
1901,3,6.200699300699264
1901,4,5.592307692307663
1901,5,5.258741258741234
1901,6,5.113286713286691
1901,7,5.095804195804175
1901,8,5.121678321678304
1901,9,5.14545454545453
1901,10,5.124475524475517
1901,11,5.053846153846152
1901,12,5.039160839160839
1902,1,5.151048951048953
1902,2,5.334265734265737
1902,3,5.656643356643364
1902,4,6.14755244755246
1902,5,6.872727272727294
1902,6,7.881118881118909
1902,7,8.988111888111925
1902,8,10.18741258741263
1902,9,11.702797202797251
1902,10,13.537762237762287
1902,11,15.538461538461593
1902,12,17.713286713286777
1903,1,20.207692307692387
1903,2,23.162237762237837
1903,3,26.47902097902105
1903,4,29.91048951048958
1903,5,33.37272727272734
1903,6,36.84965034965041
1903,7,40.20979020979026
1903,8,43.49790209790214
1903,9,46.864335664335705
1903,10,50.17692307692311
1903,11,53.34265734265736
1903,12,56.40629370629372
1904,1,59.32727272727272
1904,2,61.9125874125874
1904,3,64.22167832167831
1904,4,66.77762237762236
1904,5,69.5181818181818
1904,6,72.19090909090905
1904,7,74.71888111888106
1904,8,77.1790209790209
1904,9,79.61538461538454
1904,10,81.9601398601398
1904,11,84.04615384615379
1904,12,86.05804195804191
1905,1,88.32307692307685
1905,2,90.93216783216775
1905,3,93.80559440559429
1905,4,96.48811188811176
1905,5,98.63846153846139
1905,6,100.15874125874112
1905,7,101.00279720279707
1905,8,101.56853146853132
1905,9,101.9622377622376
1905,10,102.33426573426554
1905,11,102.96293706293685
1905,12,103.49160839160815
1906,1,103.48741258741235
1906,2,102.56643356643335
1906,3,100.98251748251728
1906,4,99.3783216783215
1906,5,98.1860139860138
1906,6,97.53146853146835
1906,7,97.54265734265711
1906,8,98.08111888111866
1906,9,98.60209790209768
1906,10,99.05104895104876
1906,11,99.41188811188795
1906,12,99.24405594405579
1907,1,98.75174825174808
1907,2,98.51118881118862
1907,3,98.82587412587388
1907,4,99.07062937062912
1907,5,98.72447552447528
1907,6,97.90699300699275
1907,7,96.60629370629347
1907,8,94.19999999999976
1907,9,90.76713286713263
1907,10,87.60279720279695
1907,11,85.44895104895082
1907,12,84.45944055944031
1908,1,84.32727272727251
1908,2,84.65314685314667
1908,3,84.75104895104877
1908,4,84.5713286713285
1908,5,84.61958041958025
1908,6,84.846853146853
1908,7,85.10069930069913
1908,8,85.41048951048931
1908,9,85.95874125874104
1908,10,86.04965034965012
1908,11,84.97762237762217
1908,12,82.83216783216763
1909,1,80.13776223776203
1909,2,77.33566433566412
1909,3,74.7272727272725
1909,4,72.69090909090885
1909,5,70.89020979020955
1909,6,69.05734265734242
1909,7,67.33146853146832
1909,8,65.79370629370607
1909,9,63.95524475524454
1909,10,61.147552447552236
1909,11,58.074125874125656
1909,12,55.327272727272494
1910,1,52.74685314685291
1910,2,50.02167832167809
1910,3,46.99790209790187
1910,4,43.43846153846132
1910,5,39.38181818181798
1910,6,35.33566433566415
1910,7,31.541958041957862
1910,8,28.111188811188647
1910,9,25.241258741258584
1910,10,23.247552447552298
1910,11,21.913286713286578
1910,12,20.676923076922957
1911,1,19.2090909090908
1911,2,17.522377622377522
1911,3,15.683916083915994
1911,4,13.72937062937054
1911,5,11.923076923076838
1911,6,10.325174825174749
1911,7,8.896503496503428
1911,8,7.788811188811128
1911,9,7.041958041957993
1911,10,6.570629370629335
1911,11,6.10909090909088
1911,12,5.6188811188810925
1912,1,5.289510489510468
1912,2,5.148251748251731
1912,3,5.2132867132867
1912,4,5.470629370629361
1912,5,5.7692307692307585
1912,6,5.966433566433554
1912,7,6.071328671328657
1912,8,6.070629370629355
1912,9,5.952447552447536
1912,10,5.73076923076921
1912,11,5.4041958041957825
1912,12,4.956643356643335
1913,1,4.428671328671306
1913,2,3.907692307692285
1913,3,3.4727272727272527
1913,4,3.0398601398601257
1913,5,2.669230769230762
1913,6,2.477622377622377
1913,7,2.5076923076923134
1913,8,2.811888111888122
1913,9,3.3797202797202957
1913,10,4.173426573426593
1913,11,5.088811188811214
1913,12,6.0972027972028275
1914,1,7.2000000000000375
1914,2,8.325174825174871
1914,3,9.501398601398659
1914,4,10.955244755244822
1914,5,12.94475524475532
1914,6,15.336363636363721
1914,7,18.03846153846164
1914,8,21.315384615384737
1914,9,25.48391608391622
1914,10,30.61608391608407
1914,11,36.51958041958058
1914,12,43.09720279720295
1915,1,49.9692307692309
1915,2,56.6958041958043
1915,3,63.04545454545463
1915,4,68.8321678321679
1915,5,73.78181818181822
1915,6,77.90559440559444
1915,7,81.6041958041958
1915,8,85.15174825174822
1915,9,88.35734265734257
1915,10,90.8153846153845
1915,11,92.41468531468517
1915,12,93.29790209790197
1916,1,93.49230769230756
1916,2,93.2412587412586
1916,3,92.80769230769216
1916,4,92.51818181818169
1916,5,92.71468531468517
1916,6,93.67832167832155
1916,7,95.64265734265727
1916,8,98.14545454545447
1916,9,101.19440559440558
1916,10,105.64825174825175
1916,11,111.64475524475529
1916,12,118.50979020979022
1917,1,126.2748251748252
1917,2,135.20489510489512
1917,3,144.8146853146853
1917,4,154.06993006993002
1917,5,162.1272727272726
1917,6,168.53006993006977
1917,7,172.57622377622354
1917,8,174.04055944055915
1917,9,173.82867132867096
1917,10,172.16153846153807
1917,11,168.8153846153842
1917,12,164.44405594405546
1918,1,159.9832167832163
1918,2,155.32167832167784
1918,3,150.29999999999953
1918,4,145.41678321678276
1918,5,141.00839160839115
1918,6,136.912587412587
1918,7,133.44685314685276
1918,8,131.28741258741223
1918,9,129.94685314685282
1918,10,128.68041958041923
1918,11,127.75664335664301
1918,12,127.32307692307657
1919,1,126.27132867132835
1919,2,124.00419580419546
1919,3,120.96573426573393
1919,4,117.7230769230766
1919,5,114.34755244755209
1919,6,110.87202797202761
1919,7,107.7790209790206
1919,8,104.75944055944016
1919,9,101.05314685314647
1919,10,96.52937062937025
1919,11,91.45174825174789
1919,12,85.89510489510455
1920,1,80.08811188811156
1920,2,74.7181818181815
1920,3,70.15244755244726
1920,4,66.31118881118852
1920,5,63.30349650349624
1920,6,61.08181818181795
1920,7,59.03776223776203
1920,8,57.048951048950876
1920,9,55.33006993006977
1920,10,53.927272727272566
1920,11,52.84265734265718
1920,12,51.88601398601383
1921,1,51.15734265734249
1921,2,50.526573426573265
1921,3,49.509790209790076
1921,4,48.030769230769096
1921,5,46.55524475524462
1921,6,45.28111888111875
1921,7,44.01678321678307
1921,8,42.7580419580418
1921,9,41.57622377622363
1921,10,40.33496503496489
1921,11,38.69999999999985
1921,12,36.61538461538447
1922,1,34.28951048951035
1922,2,31.815384615384474
1922,3,29.430069930069777
1922,4,27.311188811188657
1922,5,25.216083916083765
1922,6,23.04615384615371
1922,7,20.918181818181697
1922,8,18.76223776223765
1922,9,16.504895104895002
1922,10,14.311188811188723
1922,11,12.379720279720203
1922,12,10.9678321678321
1923,1,10.204195804195743
1923,2,10.00979020979016
1923,3,10.262237762237726
1923,4,10.395804195804168
1923,5,10.181118881118861
1923,6,9.88251748251747
1923,7,9.680419580419576
1923,8,9.680419580419587
1923,9,9.968531468531484
1923,10,10.714685314685335
1923,11,12.032167832167861
1923,12,13.91748251748255
1924,1,16.176923076923117
1924,2,18.50419580419584
1924,3,20.797902097902135
1924,4,22.966433566433608
1924,5,24.88881118881123
1924,6,26.66853146853151
1924,7,28.499300699300733
1924,8,30.492307692307723
1924,9,32.59020979020982
1924,10,34.71538461538465
1924,11,37.040559440559484
1924,12,39.50209790209796
1925,1,42.261538461538535
1925,2,45.805594405594505
1925,3,50.31468531468543
1925,4,55.970629370629474
1925,5,62.563636363636455
1925,6,69.6062937062938
1925,7,76.8188811188812
1925,8,83.7489510489511
1925,9,89.9636363636364
1925,10,95.31468531468533
1925,11,99.61468531468529
1925,12,102.74265734265727
1926,1,104.84335664335653
1926,2,106.19160839160824
1926,3,107.07202797202781
1926,4,107.62657342657326
1926,5,108.00139860139846
1926,6,108.71048951048937
1926,7,109.89930069930054
1926,8,111.42797202797186
1926,9,113.23496503496486
1926,10,115.23426573426555
1926,11,117.16573426573407
1926,12,119.04405594405574
1927,1,120.38391608391586
1927,2,120.77972027972005
1927,3,120.37342657342633
1927,4,119.23916083916058
1927,5,118.00769230769204
1927,6,116.8664335664333
1927,7,115.49510489510467
1927,8,114.24055944055922
1927,9,113.6020979020977
1927,10,113.98461538461521
1927,11,115.54125874125856
1927,12,117.92867132867116
1928,1,120.67202797202779
1928,2,123.51328671328655
